date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:32:51	10562/10562	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2013:32:50%20GMT	https://polar.crc.nd.edu/	./index-2.html	(from )
08:32:51	2019/2019	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%227e3-52044d308fd80%22	https://polar.crc.nd.edu/templates/protostar-polar/favicon.ico	./templates/protostar-polar/favicon.ico	(from https://polar.crc.nd.edu/)
08:32:53	171662/171662	---M--	200	added ('OK')	text/css	etag:%2229e8e-5429b758b97c0%22	https://polar.crc.nd.edu/templates/protostar-polar/css/template.css	./templates/protostar-polar/css/template.css	(from https://polar.crc.nd.edu/)
08:32:53	660/660	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Tue,%2025%20Jun%202024%2013:32:53%20GMT	https://polar.crc.nd.edu/index.php/component/search/?id=1&Itemid=101&format=opensearch	./index.php/component/search/index4189.html	(from https://polar.crc.nd.edu/)
08:32:53	97646/97646	---M--	200	added ('OK')	application/javascript	etag:%2217d6e-5fffc2ae44e00%22	https://polar.crc.nd.edu/media/jui/js/jquery.min.js?42142debfbccfc91eab777e5628cfdc6	./media/jui/js/jquery.min8b90.js	(from https://polar.crc.nd.edu/)
08:32:54	21/21	---M--	200	added ('OK')	application/javascript	etag:%2215-5fffc2ae44e00%22	https://polar.crc.nd.edu/media/jui/js/jquery-noconflict.js?42142debfbccfc91eab777e5628cfdc6	./media/jui/js/jquery-noconflict8b90.js	(from https://polar.crc.nd.edu/)
08:32:55	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5fffc2ae44e00%22	https://polar.crc.nd.edu/media/jui/js/jquery-migrate.min.js?42142debfbccfc91eab777e5628cfdc6	./media/jui/js/jquery-migrate.min8b90.js	(from https://polar.crc.nd.edu/)
08:32:56	491/491	---M--	200	added ('OK')	application/javascript	etag:%221eb-5fffc2ae44e00%22	https://polar.crc.nd.edu/media/system/js/caption.js?42142debfbccfc91eab777e5628cfdc6	./media/system/js/caption8b90.js	(from https://polar.crc.nd.edu/)
08:32:57	29126/29126	---M--	200	added ('OK')	application/javascript	etag:%2271c6-5fffc2ae44e00%22	https://polar.crc.nd.edu/media/jui/js/bootstrap.min.js?42142debfbccfc91eab777e5628cfdc6	./media/jui/js/bootstrap.min8b90.js	(from https://polar.crc.nd.edu/)
08:32:58	1340/1340	---M--	200	added ('OK')	application/javascript	etag:%2253c-52044d308fd80%22	https://polar.crc.nd.edu/templates/protostar-polar/js/template.js	./templates/protostar-polar/js/template.js	(from https://polar.crc.nd.edu/)
08:33:00	9736/9736	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2013:32:59%20GMT	https://polar.crc.nd.edu/index.php/about	./index.php/about.html	(from https://polar.crc.nd.edu/)
08:33:01	16767/16767	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2013:33:00%20GMT	https://polar.crc.nd.edu/index.php/people/principal-investigators	./index.php/people/principal-investigators.html	(from https://polar.crc.nd.edu/)
